2022-10-19 20:44:30 [restartedMain] INFO  c.a.c.ComicsCrafterApplication - Starting ComicsCrafterApplication using Java 17.0.4 on DESKTOP-ITAA80Q with PID 14940 (C:\Users\ahlqu\OneDrive\Desktop\ComicsCrafter\comics_crafter\comics_crafter\target\classes started by ahlqu in C:\Users\ahlqu\OneDrive\Desktop\ComicsCrafter\comics_crafter\comics_crafter)
2022-10-19 20:44:30 [restartedMain] INFO  c.a.c.ComicsCrafterApplication - No active profile set, falling back to 1 default profile: "default"
2022-10-19 20:44:30 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-10-19 20:44:30 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-10-19 20:44:31 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-10-19 20:44:31 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 64 ms. Found 4 JPA repository interfaces.
2022-10-19 20:44:31 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=c1c5863c-d6a3-3dcd-91f4-5a64f9f83bc9
2022-10-19 20:44:32 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2022-10-19 20:44:32 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2022-10-19 20:44:32 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.65]
2022-10-19 20:44:32 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-10-19 20:44:32 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1727 ms
2022-10-19 20:44:32 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2022-10-19 20:44:32 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.11.Final
2022-10-19 20:44:32 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2022-10-19 20:44:32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2022-10-19 20:44:32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2022-10-19 20:44:32 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MariaDBDialect
2022-10-19 20:44:33 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-10-19 20:44:33 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-10-19 20:44:33 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-10-19 20:44:34 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2022-10-19 20:44:35 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@27d023b4, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@442db4a3, org.springframework.security.web.context.SecurityContextPersistenceFilter@375148da, org.springframework.security.web.header.HeaderWriterFilter@18dda8b2, org.springframework.security.web.csrf.CsrfFilter@171c7487, org.springframework.security.web.authentication.logout.LogoutFilter@114ee5ed, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@66167758, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@56a6f864, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@766519b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@106c7337, org.springframework.security.web.session.SessionManagementFilter@2baac31, org.springframework.security.web.access.ExceptionTranslationFilter@43c53a66, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3215703a]
2022-10-19 20:44:35 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-10-19 20:44:35 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2022-10-19 20:44:35 [restartedMain] INFO  c.a.c.ComicsCrafterApplication - Started ComicsCrafterApplication in 5.471 seconds (JVM running for 6.298)
2022-10-19 20:44:41 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (1 addition, 0 deletions, 0 modifications)
2022-10-19 20:44:41 [Thread-6] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2022-10-19 20:44:41 [Thread-6] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2022-10-19 20:44:41 [Thread-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2022-10-19 20:44:41 [Thread-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2022-10-19 20:44:42 [restartedMain] INFO  c.a.c.ComicsCrafterApplication - Starting ComicsCrafterApplication using Java 17.0.4 on DESKTOP-ITAA80Q with PID 14940 (C:\Users\ahlqu\OneDrive\Desktop\ComicsCrafter\comics_crafter\comics_crafter\target\classes started by ahlqu in C:\Users\ahlqu\OneDrive\Desktop\ComicsCrafter\comics_crafter\comics_crafter)
2022-10-19 20:44:42 [restartedMain] INFO  c.a.c.ComicsCrafterApplication - No active profile set, falling back to 1 default profile: "default"
2022-10-19 20:44:42 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-10-19 20:44:42 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 26 ms. Found 4 JPA repository interfaces.
2022-10-19 20:44:42 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=c1c5863c-d6a3-3dcd-91f4-5a64f9f83bc9
2022-10-19 20:44:42 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2022-10-19 20:44:42 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2022-10-19 20:44:42 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.65]
2022-10-19 20:44:42 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-10-19 20:44:42 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 386 ms
2022-10-19 20:44:42 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2022-10-19 20:44:42 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2022-10-19 20:44:42 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2022-10-19 20:44:42 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MariaDBDialect
2022-10-19 20:44:42 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-10-19 20:44:42 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-10-19 20:44:42 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-10-19 20:44:42 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2022-10-19 20:44:42 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4f09bdae, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@25832ec2, org.springframework.security.web.context.SecurityContextPersistenceFilter@7432c17c, org.springframework.security.web.header.HeaderWriterFilter@42409419, org.springframework.security.web.csrf.CsrfFilter@2cf82078, org.springframework.security.web.authentication.logout.LogoutFilter@4e032f04, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@79f20540, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@552bb55a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@138d03ba, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2a7c66ad, org.springframework.security.web.session.SessionManagementFilter@1924d9c0, org.springframework.security.web.access.ExceptionTranslationFilter@7bab4272, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@12d3a463]
